row_type,metric_id,file,method,domain,operation,classification,stimulus,outcome,http_status,side_effect,expected_max,notes
method,PUSH-RETRY-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_retryable_failure_releases_job_and_keeps_pending,push,job handle 503,retry,Retry-After 120,releasedFor=120; Pending; attempts=1,,job_release,1,Retryable failure keeps Pending.
method,PUSH-RECOVERY-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_deleted_device_before_processing_is_safe,push,job after device delete,recovery,device deleted before process,InvalidToken; attempts=0,,fcm_send,0,Missing device handled without FCM.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_deleted_device_before_processing_is_safe,push,job after device delete,recovery,device deleted before process,InvalidToken; attempts=0,,fcm_send,0,Missing device handled without FCM.
method,PUSH-RECOVERY-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_token_rotation_during_unregistered_does_not_delete_new_token,push,UNREGISTERED while rotate in-flight,recovery,rotate during FCM call,new token kept; delivery InvalidToken,,device_row,1,Hash-guarded delete avoids killing rotated token.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_token_rotation_during_unregistered_does_not_delete_new_token,push,UNREGISTERED while rotate in-flight,recovery,rotate during FCM call,new token kept; delivery InvalidToken,,device_row,1,Hash-guarded delete avoids killing rotated token.
method,PUSH-RECOVERY-METHODS,tests/Feature/SendPushNotificationJobTest.php,test_token_rotation_race_does_not_delete_new_token,push,deleteByIdAndTokenHash after rotation,recovery,delete with stale token_hash,deleted=0; device exists,,device_row,1,Stale-hash delete no-op after rotation.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/PushDeviceRegistrationTest.php,test_repeated_register_is_idempotent_and_refreshes_last_registered_at,push-devices,POST /api/devices/push-token,idempotent_reuse,identical register twice,one row; same id; last_registered_at advances,200,device_row,1,Repeated register upserts one device.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/PushDeviceRegistrationTest.php,test_repeated_register_is_idempotent_and_refreshes_last_registered_at,push-devices,POST /api/devices/push-token,idempotent_reuse,identical register twice,one row; same id; last_registered_at advances,200,device_row,1,Repeated register upserts one device.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/PushDeviceRegistrationTest.php,test_owner_can_unregister_one_device_idempotently,push-devices,DELETE /api/devices/push-token,idempotent_noop,unregister same device_id twice,both OK; other device untouched,200,device_delete,1,Second unregister idempotent success.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/PushDeviceRegistrationTest.php,test_same_token_cannot_exist_in_two_rows,push-devices,PushDeviceService::register shared token,idempotent_reconcile,two device_ids same token,one row reconciled to second device,,device_row,1,Token uniqueness reconciled to single row.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/PushDeviceRegistrationTest.php,test_same_token_cannot_exist_in_two_rows,push-devices,PushDeviceService::register shared token,idempotent_reconcile,two device_ids same token,one row reconciled to second device,,device_row,1,Token uniqueness reconciled to single row.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/PushDeviceTokenRotationTest.php,test_same_device_new_token_updates_same_row,push-devices,register rotate token,idempotent_reuse,new token same device_id,same row id; old hash gone,200,device_row,1,Rotation updates in place.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/PushDeviceTokenRotationTest.php,test_duplicate_token_on_two_devices_reconciles_to_one_row,push-devices,register token owned by other device,idempotent_reconcile,move shared token to device-new,count=1; device-new wins,,device_row,1,Duplicate token collapses to one registration.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/PushDeviceTokenRotationTest.php,test_duplicate_token_on_two_devices_reconciles_to_one_row,push-devices,register token owned by other device,idempotent_reconcile,move shared token to device-new,count=1; device-new wins,,device_row,1,Duplicate token collapses to one registration.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/PushDeviceTokenRotationTest.php,test_token_uniqueness_constraint_is_enforced_at_database_level,push-devices,push_devices.token_hash unique,db_invariant,second row same token_hash,QueryException,,insert_rejected,1,DB unique on token_hash.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_concurrent_booking_cannot_overbook_single_capacity_slot,appointments,POST /api/applications/{id}/appointments,concurrency,two citizens book capacity=1 (sequential HTTP loop),success=1; failure=1; booked_count=1; overbook=0,,booking,1,capacity=1; success=1; failure=1; booked_count=1. Sequential requests not OS threads.
method,REL-ATOMICITY-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_concurrent_booking_cannot_overbook_single_capacity_slot,appointments,POST /api/applications/{id}/appointments,concurrency,two citizens book capacity=1 (sequential HTTP loop),success=1; failure=1; booked_count=1; overbook=0,,booking,1,capacity=1; success=1; failure=1; booked_count=1. Sequential requests not OS threads.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_cancel_releases_capacity_and_is_idempotent_on_status,appointments,DELETE /api/appointments/{id}/cancel,idempotent_reject,cancel then cancel again,booked_count 1->0; second 422,422,cancel,1,Capacity released; second cancel rejected.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_cancel_releases_capacity_and_is_idempotent_on_status,appointments,DELETE /api/appointments/{id}/cancel,idempotent_reject,cancel then cancel again,booked_count 1->0; second 422,422,cancel,1,Capacity released; second cancel rejected.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_cancel_releases_capacity_and_is_idempotent_on_status,appointments,DELETE /api/appointments/{id}/cancel,idempotent_reject,cancel then cancel again,booked_count 1->0; second 422,422,cancel,1,Capacity released; second cancel rejected.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_reschedule_releases_and_consumes_capacity_with_audit,appointments,PUT /api/appointments/{id}/reschedule,concurrency,move slotA->slotB,slotA=0; slotB=1; audit,200,booked_count,1,Reschedule transfers capacity with audit.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_reschedule_lock_order_preserves_booked_counts,appointments,cross reschedule low<->high,concurrency,A low->high then B high->low,each booked_count=1 within capacity,200,booked_count,1,Cross-reschedule preserves counts under lock order.
method,REL-ATOMICITY-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_reschedule_lock_order_preserves_booked_counts,appointments,cross reschedule low<->high,concurrency,A low->high then B high->low,each booked_count=1 within capacity,200,booked_count,1,Cross-reschedule preserves counts under lock order.
method,CONC-APPOINTMENT-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_concurrent_slot_update_cannot_reduce_capacity_below_booked_count,appointments,PATCH appointment-slots capacity,stale_reject,capacity 5 booked 3 -> set 2,422; capacity remains 5,422,capacity,5,Unsafe capacity reduction rejected (not 409 optimistic).
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AppointmentSlotConcurrencyTest.php,test_concurrent_slot_update_cannot_reduce_capacity_below_booked_count,appointments,PATCH appointment-slots capacity,stale_reject,capacity 5 booked 3 -> set 2,422; capacity remains 5,422,capacity,5,Unsafe capacity reduction rejected (not 409 optimistic).
method,CONC-OPTIMISTIC-CONFLICT-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_update_requires_version_and_stale_returns_409,appointment-slots,PATCH /api/dashboard/appointment-slots/{id},optimistic_conflict,stale version 999,409 stale_version,409,slot_update,0,Optimistic AppointmentSlot.version conflict.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_update_requires_version_and_stale_returns_409,appointment-slots,PATCH /api/dashboard/appointment-slots/{id},optimistic_conflict,stale version 999,409 stale_version,409,slot_update,0,Optimistic AppointmentSlot.version conflict.
method,CONC-APPOINTMENT-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_capacity_cannot_drop_below_booked_count,appointment-slots,PATCH capacity below booked,stale_reject,capacity 2 with booked 3,422 unsafe_capacity_reduction,422,capacity,,Capacity integrity guard.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_capacity_cannot_drop_below_booked_count,appointment-slots,PATCH capacity below booked,stale_reject,capacity 2 with booked 3,422 unsafe_capacity_reduction,422,capacity,,Capacity integrity guard.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_create_rejects_duplicate_and_ignores_client_booked_count,appointment-slots,POST /api/dashboard/appointment-slots,duplicate_reject,duplicate identity + client booked_count=99,first created booked_count=0; second 422 duplicate_identity,422,slot_row,1,Duplicate slot identity rejected; client booked_count ignored.
method,CONC-APPOINTMENT-METHODS,tests/Feature/DashboardAppointmentSlotsTest.php,test_create_rejects_duplicate_and_ignores_client_booked_count,appointment-slots,POST /api/dashboard/appointment-slots,duplicate_reject,duplicate identity + client booked_count=99,first created booked_count=0; second 422 duplicate_identity,422,slot_row,1,Duplicate slot identity rejected; client booked_count ignored.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_reason_required_and_duplicate_revoke_is_409,employee-sessions,POST .../employee-sessions/{uuid}/revoke,session,second revoke after success,409; audit count unchanged,409,revoke_audit,1,Duplicate revoke conflict without extra audit.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_reason_required_and_duplicate_revoke_is_409,employee-sessions,POST .../employee-sessions/{uuid}/revoke,session,second revoke after success,409; audit count unchanged,409,revoke_audit,1,Duplicate revoke conflict without extra audit.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_reason_required_and_duplicate_revoke_is_409,employee-sessions,POST .../employee-sessions/{uuid}/revoke,session,second revoke after success,409; audit count unchanged,409,revoke_audit,1,Duplicate revoke conflict without extra audit.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_reason_required_and_duplicate_revoke_is_409,employee-sessions,POST .../employee-sessions/{uuid}/revoke,session,second revoke after success,409; audit count unchanged,409,revoke_audit,1,Duplicate revoke conflict without extra audit.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_revoke_all_preserves_current_by_default,employee-sessions,POST .../sessions/revoke-all,session,revoke-all default,revoked=1 preserved_current=1; current token still OK,200,session_revoke,,Revoke-all preserves current session by default.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionRevocationTest.php,test_revoke_all_can_include_current_and_rejects_citizens,employee-sessions,revoke-all include_current + citizen target,session,include current; then citizen id,current revoked; citizen 404,200,session_revoke,,Revoke-all can include current; citizens rejected.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionLastSeenTest.php,test_write_throttling_prevents_update_every_request,employee-sessions,last_seen write throttle,session,two /me within interval,last_seen_at unchanged on second,200,last_seen_write,1,Throttled last_seen prevents write churn.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/EmployeeSessionLastSeenTest.php,test_write_throttling_prevents_update_every_request,employee-sessions,last_seen write throttle,session,two /me within interval,last_seen_at unchanged on second,200,last_seen_write,1,Throttled last_seen prevents write churn.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionLifecycleTest.php,test_reconcile_and_prune_commands,employee-sessions,employee-sessions:reconcile/prune,recovery,open missing credential; old ended,CredentialMissing; prune removes aged,,session_end,,Reconcile recovers orphans; prune removes aged ended.
method,REL-RECOVERY-METHODS,tests/Feature/EmployeeSessionLifecycleTest.php,test_reconcile_and_prune_commands,employee-sessions,employee-sessions:reconcile/prune,recovery,open missing credential; old ended,CredentialMissing; prune removes aged,,session_end,,Reconcile recovers orphans; prune removes aged ended.
method,REL-SESSION-LIFECYCLE-METHODS,tests/Feature/EmployeeSessionLifecycleTest.php,test_repeated_logout_is_idempotent,employee-sessions,logout then force revoked precedence,session,ended session force-filled revoked,status Revoked; not relabeled logout,200,ended_reason,1,Does NOT prove double-logout HTTP; proves ended-reason precedence only.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardCitizenManagementTest.php,test_repeated_deactivation_is_idempotent,citizens,POST .../citizens/{id}/deactivate,idempotent_noop,deactivate twice,exactly one citizen.deactivated audit,200,audit,1,Second deactivate does not duplicate audit.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardCitizenManagementTest.php,test_repeated_deactivation_is_idempotent,citizens,POST .../citizens/{id}/deactivate,idempotent_noop,deactivate twice,exactly one citizen.deactivated audit,200,audit,1,Second deactivate does not duplicate audit.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardCitizenManagementTest.php,test_repeated_activation_is_idempotent,citizens,POST .../citizens/{id}/activate,idempotent_noop,activate already-active twice,zero activated audits/notifications,200,audit+notification,0,No-op activation has no side effects.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardCitizenManagementTest.php,test_repeated_activation_is_idempotent,citizens,POST .../citizens/{id}/activate,idempotent_noop,activate already-active twice,zero activated audits/notifications,200,audit+notification,0,No-op activation has no side effects.
method,NOTIF-IDEMPOTENCY-METHODS,tests/Feature/DashboardCitizenManagementTest.php,test_repeated_activation_is_idempotent,citizens,POST .../citizens/{id}/activate,idempotent_noop,activate already-active twice,zero activated audits/notifications,200,audit+notification,0,No-op activation has no side effects.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/EmployeeManagementTest.php,test_repeated_deactivation_is_idempotent,employees,PATCH .../toggle-active is_active=false,idempotent_noop,toggle false when already false,OK; stays inactive,200,is_active,FALSE,Repeated employee deactivation is no-op.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/EmployeeManagementTest.php,test_repeated_deactivation_is_idempotent,employees,PATCH .../toggle-active is_active=false,idempotent_noop,toggle false when already false,OK; stays inactive,200,is_active,FALSE,Repeated employee deactivation is no-op.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/EmployeeManagementTest.php,test_repeated_activation_is_idempotent,employees,PATCH .../toggle-active is_active=true,idempotent_noop,toggle true when already true,OK; stays active,200,is_active,TRUE,Repeated employee activation is no-op.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/EmployeeManagementTest.php,test_repeated_activation_is_idempotent,employees,PATCH .../toggle-active is_active=true,idempotent_noop,toggle true when already true,OK; stays active,200,is_active,TRUE,Repeated employee activation is no-op.
method,LIC-STALE-REVALIDATION-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_stale_condition_causes_issue_license_422_after_ready_get,licenses,POST issue-license after ready GET,stale_revalidation,unpaid fine added after ready view,422; leaves ready queue,422,license_issue,0,Issuance revalidates readiness.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_stale_condition_causes_issue_license_422_after_ready_get,licenses,POST issue-license after ready GET,stale_revalidation,unpaid fine added after ready view,422; leaves ready queue,422,license_issue,0,Issuance revalidates readiness.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_stale_condition_causes_issue_license_422_after_ready_get,licenses,POST issue-license after ready GET,stale_revalidation,unpaid fine added after ready view,422; leaves ready queue,422,license_issue,0,Issuance revalidates readiness.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_application_with_unpaid_fine_is_excluded,licenses,GET license-issuance queue,issuance_integrity,issuable app + unpaid fine vs ready,total=1 only ready app,200,queue_membership,1,Unpaid fine excludes from issuance queue.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_already_issued_application_is_excluded,licenses,GET license-issuance queue,duplicate_prevention,already has license row,total=1 only other ready,200,queue_membership,1,Already-issued excluded from queue.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_already_issued_application_is_excluded,licenses,GET license-issuance queue,duplicate_prevention,already has license row,total=1 only other ready,200,queue_membership,1,Already-issued excluded from queue.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardLicenseIssuanceQueueTest.php,test_existing_issue_license_still_succeeds_for_ready_application,licenses,POST issue-license,issuance_integrity,ready application issue,OK active license; queue empties,200,license_row,1,Happy-path issue succeeds and removes from queue.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_effective_status_detects_expired_without_mutating_row,licenses,LicenseEffectiveStatus::resolve,idempotent_read,past expiry_date read,effective Expired; stored Active,,status_column,Active,Read path does not mutate status.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_effective_status_detects_expired_without_mutating_row,licenses,LicenseEffectiveStatus::resolve,idempotent_read,past expiry_date read,effective Expired; stored Active,,status_column,Active,Read path does not mutate status.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_sync_command_updates_and_is_idempotent,licenses,licenses:sync-expired,recovery,command twice,Expired; history count unchanged,,expired_history,1,Expiry sync idempotent on history.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_sync_command_updates_and_is_idempotent,licenses,licenses:sync-expired,recovery,command twice,Expired; history count unchanged,,expired_history,1,Expiry sync idempotent on history.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_sync_command_updates_and_is_idempotent,licenses,licenses:sync-expired,recovery,command twice,Expired; history count unchanged,,expired_history,1,Expiry sync idempotent on history.
method,REL-RECOVERY-METHODS,tests/Feature/LicenseExpirySyncTest.php,test_sync_command_updates_and_is_idempotent,licenses,licenses:sync-expired,recovery,command twice,Expired; history count unchanged,,expired_history,1,Expiry sync idempotent on history.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardOverviewTest.php,test_license_unblock_is_excluded_from_ready_and_issue_license,licenses,issue-license license_unblock,issuance_integrity,disallowed service,422; license count unchanged,422,license_row,0,Failed issue creates no license.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/DashboardOverviewTest.php,test_license_unblock_is_excluded_from_ready_and_issue_license,licenses,issue-license license_unblock,issuance_integrity,disallowed service,422; license count unchanged,422,license_row,0,Failed issue creates no license.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardOverviewTest.php,test_unknown_custom_service_code_is_not_issuable,licenses,issue-license unknown service,issuance_integrity,unsupported service type,422; licenses/audits unchanged,422,license_row,0,Failed issue no license/audit.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/DashboardOverviewTest.php,test_duplicate_issue_license_is_prevented_after_success,licenses,issue-license twice,duplicate_prevention,second issue after success,422; exactly one license,422,license_row,1,Duplicate issuance prevented.
method,LIC-ISSUANCE-INTEGRITY-METHODS,tests/Feature/DashboardOverviewTest.php,test_duplicate_issue_license_is_prevented_after_success,licenses,issue-license twice,duplicate_prevention,second issue after success,422; exactly one license,422,license_row,1,Duplicate issuance prevented.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardOverviewTest.php,test_duplicate_issue_license_is_prevented_after_success,licenses,issue-license twice,duplicate_prevention,second issue after success,422; exactly one license,422,license_row,1,Duplicate issuance prevented.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/OtherLicenseServicesFlowTest.php,test_duplicate_renew_application_is_blocked,applications,POST /api/applications renew,duplicate_prevention,second renew while active exists,422 duplicate_active_application_license,422,application_row,1,Duplicate renew blocked.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/OtherLicenseServicesFlowTest.php,test_duplicate_renew_application_is_blocked,applications,POST /api/applications renew,duplicate_prevention,second renew while active exists,422 duplicate_active_application_license,422,application_row,1,Duplicate renew blocked.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DemoLicenseServiceSeedersTest.php,test_running_seeder_twice_does_not_duplicate_licenses,licenses,demo license seeder twice,idempotent_seed,run seeder twice,each demo license_number count=1,,license_row,1,Demo seeder does not duplicate licenses.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DemoLicenseServiceSeedersTest.php,test_running_seeder_twice_does_not_duplicate_licenses,licenses,demo license seeder twice,idempotent_seed,run seeder twice,each demo license_number count=1,,license_row,1,Demo seeder does not duplicate licenses.
method,LIC-DUPLICATE-PREVENTION-METHODS,tests/Feature/DemoLicenseServiceSeedersTest.php,test_running_seeder_twice_does_not_duplicate_licenses,licenses,demo license seeder twice,idempotent_seed,run seeder twice,each demo license_number count=1,,license_row,1,Demo seeder does not duplicate licenses.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardLicenseTypesTest.php,test_activate_deactivate_idempotent_and_audited,license-types,activate/deactivate twice,idempotent_noop,repeat deactivate/activate,state unchanged on repeat; audits exist,200,is_active,,HTTP/state idempotent activate/deactivate (audit uniqueness not asserted).
method,CONC-OPTIMISTIC-CONFLICT-METHODS,tests/Feature/DashboardFeesManagementTest.php,test_stale_version_returns_409,fees,PATCH /api/dashboard/fees/{id},optimistic_conflict,version 999,409 stale_version,409,fee_update,0,Optimistic Fee.version conflict.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardFeesManagementTest.php,test_stale_version_returns_409,fees,PATCH /api/dashboard/fees/{id},optimistic_conflict,version 999,409 stale_version,409,fee_update,0,Optimistic Fee.version conflict.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardFeesManagementTest.php,test_seeder_rerun_does_not_overwrite_admin_edited_amount,fees,FeesSeeder rerun,idempotent_seed,admin-edited amount then reseed,amount remains 77.77,,fee_amount,77.77,Seeder idempotent w.r.t. admin edits.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardFeesManagementTest.php,test_create_rejects_duplicate_identity,fees,POST /api/dashboard/fees,duplicate_reject,duplicate fee identity,422 duplicate_identity,422,fee_row,1,Fee identity_key duplicate rejected.
method,CONC-OPTIMISTIC-CONFLICT-METHODS,tests/Feature/DashboardRoleManagementTest.php,test_update_role_version_conflict_returns_409,access-control/roles,PATCH /api/dashboard/access-control/roles/{id},optimistic_conflict,version 999,409,409,role_update,0,Optimistic Role.version conflict.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardRoleManagementTest.php,test_update_role_version_conflict_returns_409,access-control/roles,PATCH /api/dashboard/access-control/roles/{id},optimistic_conflict,version 999,409,409,role_update,0,Optimistic Role.version conflict.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/SuperAdminProtectionTest.php,test_bootstrap_is_idempotent_and_does_not_overwrite_role_permissions,rbac,rbac:bootstrap + PermissionsSeeder,idempotent_seed,bootstrap after intentional mutation,custom reduced permissions preserved,,role_permissions,,Bootstrap/seed do not overwrite role perms.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/CommitteeDemoSeederTest.php,test_committee_demo_seeder_is_idempotent,demo-data,CommitteeDemoSeeder twice,idempotent_seed,seed twice,same APP_A id; 4 apps; waiting=3,,demo_rows,4,Demo seeder rerun does not duplicate entities.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/CommitteeDemoSeederTest.php,test_committee_demo_seeder_is_idempotent,demo-data,CommitteeDemoSeeder twice,idempotent_seed,seed twice,same APP_A id; 4 apps; waiting=3,,demo_rows,4,Demo seeder rerun does not duplicate entities.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardDocumentReviewTest.php,test_approve_sets_fields_audit_notification_and_blocks_stale_second_decision,document-review,approve then stale reject,stale_reject,second reviewer rejects approved doc,422; stays Approved; no reject side effects,422,document_status,1,Stale second decision blocked after approve.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardDocumentReviewTest.php,test_approve_sets_fields_audit_notification_and_blocks_stale_second_decision,document-review,approve then stale reject,stale_reject,second reviewer rejects approved doc,422; stays Approved; no reject side effects,422,document_status,1,Stale second decision blocked after approve.
method,REL-IDEMPOTENCY-METHODS,tests/Feature/DashboardDocumentReviewTest.php,test_approve_sets_fields_audit_notification_and_blocks_stale_second_decision,document-review,approve then stale reject,stale_reject,second reviewer rejects approved doc,422; stays Approved; no reject side effects,422,document_status,1,Stale second decision blocked after approve.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/DashboardDocumentReviewTest.php,test_reject_validation_structured_storage_notification_and_stale_approve,document-review,reject then stale approve,stale_reject,approve after reject,422; rejected notification stays 1,422,document_status,1,Stale approve after reject blocked.
method,REL-DUPLICATE-SIDE-EFFECT-METHODS,tests/Feature/DashboardDocumentReviewTest.php,test_reject_validation_structured_storage_notification_and_stale_approve,document-review,reject then stale approve,stale_reject,approve after reject,422; rejected notification stays 1,422,document_status,1,Stale approve after reject blocked.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_expired_workflow_chat_returns_expired_not_general_help,ai-agent,POST /api/ai-agent/message expired workflow,ai_stale,chat after pending_workflow expired,application_selection_expired; workflow cleared,200,pending_workflow,0,Expired workflow not general help.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_expired_workflow_chat_returns_expired_not_general_help,ai-agent,POST /api/ai-agent/message expired workflow,ai_stale,chat after pending_workflow expired,application_selection_expired; workflow cleared,200,pending_workflow,0,Expired workflow not general help.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_expired_workflow_chat_returns_expired_not_general_help,ai-agent,POST /api/ai-agent/message expired workflow,ai_stale,chat after pending_workflow expired,application_selection_expired; workflow cleared,200,pending_workflow,0,Expired workflow not general help.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_expired_interaction_token_returns_pending_workflow_expired,ai-agent,select_application,ai_stale,token after expiry,422 PENDING_WORKFLOW_EXPIRED,422,selection,0,Expired interaction token rejected.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_expired_interaction_token_returns_pending_workflow_expired,ai-agent,select_application,ai_stale,token after expiry,422 PENDING_WORKFLOW_EXPIRED,422,selection,0,Expired interaction token rejected.
method,AI-STALE-GUARD-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_show_choices_after_expiry_returns_expired_response,ai-agent,show_application_choices_again,ai_stale,after expiry,application_selection_expired,200,pending_workflow,,Post-expiry show-choices expired.
method,REL-STALE-STATE-REJECTION-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_show_choices_after_expiry_returns_expired_response,ai-agent,show_application_choices_again,ai_stale,after expiry,application_selection_expired,200,pending_workflow,,Post-expiry show-choices expired.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_retryable_resume_failure_keeps_pending_workflow,ai-agent,select_application transient failure,ai_recovery,first resume throws then retry OK,422 RETRY_REQUIRED keeps workflow; retry clears,422,pending_workflow,1,Transient failure preserves workflow for retry.
method,REL-RECOVERY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_retryable_resume_failure_keeps_pending_workflow,ai-agent,select_application transient failure,ai_recovery,first resume throws then retry OK,422 RETRY_REQUIRED keeps workflow; retry clears,422,pending_workflow,1,Transient failure preserves workflow for retry.
method,AI-RELIABILITY-METHODS,tests/Feature/AIAgentPendingWorkflowReliabilityTest.php,test_book_appointment_selection_does_not_create_incomplete_pending_action,ai-agent,select_application in book flow,ai_reliability,app selected before slot,no incomplete book_appointment pending action,200,ai_action,0,No incomplete confirmable action created.
